================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=wear, v=1, w=0.09014520287219502, v*w=0.09014520287219502
f=robesand, v=1, w=0.03803905248236156, v*w=0.03803905248236156
f=Two, v=1, w=0.02848858642827832, v*w=0.02848858642827832
f=,long, v=1, w=0.02083655871688934, v*w=0.02083655871688934
f=women, v=1, w=0.019684532049564066, v*w=0.019684532049564066
f=shelter, v=1, w=0.01749040410613659, v*w=0.01749040410613659
f=Japan, v=1, w=0.014517227936682822, v*w=0.014517227936682822
f=long, v=1, w=0.0008993169674854327, v*w=0.0008993169674854327
f=silk, v=1, w=0, v*w=0
f=womenwear, v=1, w=0, v*w=0
f=wearsandals, v=1, w=0, v*w=0
f=longsilk, v=1, w=0, v*w=0
f=silkrobes, v=1, w=0, v*w=0
f=holdumbrellas, v=1, w=0, v*w=0
f=Japantake, v=2, w=0, v*w=0
f=takeshelter, v=2, w=0, v*w=0
f=hold, v=1, w=-0.012577789035503408, v*w=-0.012577789035503408
f=umbrellas., v=1, w=-0.028050235052743445, v*w=-0.028050235052743445
f=,, v=1, w=-0.030906925089610418, v*w=-0.030906925089610418
f=robes, v=1, w=-0.03794425210506807, v*w=-0.03794425210506807
f=sandals,, v=1, w=-0.05930837369877229, v*w=-0.05930837369877229
f=shelterfrom, v=2, w=-0.030277738383815603, v*w=-0.060555476767631206
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=andhold, v=1, w=-0.0682787993664141, v*w=-0.0682787993664141
f=Asianwomen, v=1, w=-0.07043923548018265, v*w=-0.07043923548018265
f=sandals, v=1, w=-0.07150482041651401, v*w=-0.07150482041651401
f=from, v=1, w=-0.07834575869028018, v*w=-0.07834575869028018
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=Asian, v=1, w=-0.10301161318830804, v*w=-0.10301161318830804
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=rain, v=1, w=-0.1374198536908804, v*w=-0.1374198536908804
f=take, v=1, w=-0.1835246651019848, v*w=-0.1835246651019848
f=TwoAsian, v=1, w=-0.18816006602763308, v*w=-0.18816006602763308
f=therain, v=2, w=-0.14896679846910504, v*w=-0.2979335969382101
f=fromthe, v=2, w=-0.32598063492388485, v*w=-0.6519612698477697
================================================================================
P: Seven people are riding bikes on a sandy track .
H: The people are racing .
label=0, predicted=0, correct
f=bikes, v=1, w=0.2657558603690745, v*w=0.2657558603690745
f=asandy, v=1, w=0.2144528393666875, v*w=0.2144528393666875
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=areriding, v=1, w=0.19760071810906726, v*w=0.19760071810906726
f=sandy, v=1, w=0.1630912355190757, v*w=0.1630912355190757
f=track, v=1, w=0.13762100385893866, v*w=0.13762100385893866
f=track., v=1, w=0.08427127146078096, v*w=0.08427127146078096
f=people, v=2, w=0.03458208307987226, v*w=0.06916416615974452
f=ridingbikes, v=1, w=0.05088655115851104, v*w=0.05088655115851104
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=sandytrack, v=1, w=-0.05098467622328066, v*w=-0.05098467622328066
f=riding, v=1, w=-0.06737949613655622, v*w=-0.06737949613655622
f=racing., v=2, w=-0.035792240174689224, v*w=-0.07158448034937845
f=bikeson, v=1, w=-0.07434969882610888, v*w=-0.07434969882610888
f=racing, v=1, w=-0.09163781616571501, v*w=-0.09163781616571501
f=Seven, v=1, w=-0.10245205814484235, v*w=-0.10245205814484235
f=Sevenpeople, v=1, w=-0.10356632158853131, v*w=-0.10356632158853131
f=peopleare, v=3, w=-0.05663529217973995, v*w=-0.16990587653921985
f=areracing, v=2, w=-0.13951255537097174, v*w=-0.27902511074194347
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=Thepeople, v=2, w=-0.19945127372776794, v*w=-0.3989025474555359
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
================================================================================
P: A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .
H: A black late model station wagon is in the background .
label=1, predicted=1, correct
f=isin, v=2, w=0.3756943098644745, v*w=0.751388619728949
f=background, v=2, w=0.23090775180320924, v*w=0.4618155036064185
f=station, v=2, w=0.1887351262958013, v*w=0.3774702525916026
f=aman, v=1, w=0.3694909235206067, v*w=0.3694909235206067
f=black, v=2, w=0.17528668409609616, v*w=0.3505733681921923
f=reads, v=1, w=0.2831510333635108, v*w=0.2831510333635108
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=thebackground, v=3, w=0.06392917912198719, v*w=0.19178753736596155
f=theirhead, v=1, w=0.1603313712421251, v*w=0.1603313712421251
f=Acouple, v=1, w=0.13553941910211117, v*w=0.13553941910211117
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=decorative, v=1, w=0.11253083424389379, v*w=0.11253083424389379
f=head, v=1, w=0.10620862804640868, v*w=0.10620862804640868
f=scroll, v=1, w=0.09907080757206485, v*w=0.09907080757206485
f=as, v=1, w=0.018693130192223305, v*w=0.018693130192223305
f=manin, v=1, w=0.010674032570895168, v*w=0.010674032570895168
f=bows, v=1, w=0, v*w=0
f=couplebows, v=1, w=0, v*w=0
f=bowstheir, v=1, w=0, v*w=0
f=adecorative, v=1, w=0, v*w=0
f=decorativerobe, v=1, w=0, v*w=0
f=robereads, v=1, w=0, v*w=0
f=readsfrom, v=1, w=0, v*w=0
f=ascroll, v=1, w=0, v*w=0
f=scrollin, v=1, w=0, v*w=0
f=Asiawith, v=1, w=0, v*w=0
f=blacklate, v=3, w=0, v*w=0
f=latemodel, v=3, w=0, v*w=0
f=modelstation, v=3, w=0, v*w=0
f=stationwagon, v=3, w=0, v*w=0
f=wagonin, v=1, w=0, v*w=0
f=wagonis, v=2, w=0, v*w=0
f=headas, v=1, w=-0.004849765604048676, v*w=-0.004849765604048676
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=Ablack, v=2, w=-0.01072909816470276, v*w=-0.02145819632940552
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=asa, v=1, w=-0.045037706053938906, v*w=-0.045037706053938906
f=background., v=3, w=-0.015347025592248056, v*w=-0.04604107677674417
f=a, v=4, w=-0.011701712985154124, v*w=-0.0468068519406165
f=their, v=1, w=-0.04873082102781623, v*w=-0.04873082102781623
f=robe, v=1, w=-0.06962014094129208, v*w=-0.06962014094129208
f=from, v=1, w=-0.07834575869028018, v*w=-0.07834575869028018
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=froma, v=1, w=-0.10579142208868832, v*w=-0.10579142208868832
f=man, v=1, w=-0.12614135358548834, v*w=-0.12614135358548834
f=late, v=2, w=-0.06945329115805741, v*w=-0.13890658231611483
f=ablack, v=1, w=-0.14763326133813656, v*w=-0.14763326133813656
f=Asia, v=1, w=-0.14974758570772392, v*w=-0.14974758570772392
f=inAsia, v=1, w=-0.17084729055705153, v*w=-0.17084729055705153
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=in, v=4, w=-0.06074218361209953, v*w=-0.24296873444839812
f=couple, v=1, w=-0.24875963327677938, v*w=-0.24875963327677938
f=model, v=2, w=-0.1306758578782433, v*w=-0.2613517157564866
f=wagon, v=2, w=-0.1697870591661995, v*w=-0.339574118332399
f=inthe, v=3, w=-0.19193677933993739, v*w=-0.5758103380198122
================================================================================
P: Woman reading a book in a laundry room
H: The book is old .
label=0, predicted=0, correct
f=room, v=1, w=0.12038157277762682, v*w=0.12038157277762682
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=Womanreading, v=1, w=0, v*w=0
f=Thebook, v=2, w=0, v*w=0
f=bookis, v=2, w=0, v*w=0
f=Woman, v=1, w=-0.02181982490885302, v*w=-0.02181982490885302
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=laundry, v=1, w=-0.07447919847083175, v*w=-0.07447919847083175
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=readinga, v=1, w=-0.09198364783984103, v*w=-0.09198364783984103
f=laundryroom, v=1, w=-0.12117918380530851, v*w=-0.12117918380530851
f=reading, v=1, w=-0.12244275566686902, v*w=-0.12244275566686902
f=bookin, v=1, w=-0.12267471842550699, v*w=-0.12267471842550699
f=alaundry, v=1, w=-0.14149648516691873, v*w=-0.14149648516691873
f=old, v=1, w=-0.16420765856960928, v*w=-0.16420765856960928
f=book, v=2, w=-0.08218347713979196, v*w=-0.16436695427958392
f=abook, v=1, w=-0.22219690346368404, v*w=-0.22219690346368404
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=old., v=2, w=-0.25107108286851143, v*w=-0.5021421657370229
f=isold, v=2, w=-0.2736786255290203, v*w=-0.5473572510580406
================================================================================
P: A man is standing in front of a building holding heart shaped balloons and a woman is crossing the street .
H: Someone is holding something outside .
label=1, predicted=1, correct
f=outside., v=2, w=0.49258921369273617, v*w=0.9851784273854723
f=Someoneis, v=2, w=0.4799500892772869, v*w=0.9599001785545738
f=holdingsomething, v=2, w=0.22818348423351661, v*w=0.45636696846703323
f=isholding, v=2, w=0.2234085448199454, v*w=0.4468170896398908
f=isstanding, v=1, w=0.3998327846858878, v*w=0.3998327846858878
f=Someone, v=1, w=0.37840975123501447, v*w=0.37840975123501447
f=Aman, v=1, w=0.3015943159097625, v*w=0.3015943159097625
f=awoman, v=1, w=0.2673990495953279, v*w=0.2673990495953279
f=something, v=1, w=0.22546960823494733, v*w=0.22546960823494733
f=thestreet, v=1, w=0.2095821570306053, v*w=0.2095821570306053
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=somethingoutside, v=2, w=0.09340644548707451, v*w=0.18681289097414902
f=crossingthe, v=1, w=0.16588350920674422, v*w=0.16588350920674422
f=infront, v=1, w=0.1351727252661133, v*w=0.1351727252661133
f=frontof, v=1, w=0.12182671192286125, v*w=0.12182671192286125
f=abuilding, v=1, w=0.10034470665176562, v*w=0.10034470665176562
f=buildingholding, v=1, w=0.09611744856653692, v*w=0.09611744856653692
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=iscrossing, v=1, w=0.05850907626451612, v*w=0.05850907626451612
f=anda, v=1, w=0.04042778075176625, v*w=0.04042778075176625
f=street., v=1, w=0.037855198002162756, v*w=0.037855198002162756
f=standingin, v=1, w=0.0361650944314327, v*w=0.0361650944314327
f=ofa, v=1, w=0.030120326391911135, v*w=0.030120326391911135
f=shaped, v=1, w=0.016766614722241193, v*w=0.016766614722241193
f=crossing, v=1, w=0.010624748246591095, v*w=0.010624748246591095
f=holdingheart, v=1, w=0, v*w=0
f=heartshaped, v=1, w=0, v*w=0
f=shapedballoons, v=1, w=0, v*w=0
f=balloonsand, v=1, w=0, v*w=0
f=street, v=1, w=-0.01097340605250252, v*w=-0.01097340605250252
f=manis, v=1, w=-0.01901372009237614, v*w=-0.01901372009237614
f=standing, v=1, w=-0.020666378043503755, v*w=-0.020666378043503755
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=heart, v=1, w=-0.04123072946014905, v*w=-0.04123072946014905
f=woman, v=1, w=-0.051859699847804995, v*w=-0.051859699847804995
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=outside, v=1, w=-0.06103809240072443, v*w=-0.06103809240072443
f=holding, v=2, w=-0.0432483710322315, v*w=-0.086496742064463
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=man, v=1, w=-0.12614135358548834, v*w=-0.12614135358548834
f=front, v=1, w=-0.15314372579521288, v*w=-0.15314372579521288
f=balloons, v=1, w=-0.17205940732213512, v*w=-0.17205940732213512
f=womanis, v=1, w=-0.22050858641768914, v*w=-0.22050858641768914
f=is, v=3, w=-0.08022818723333007, v*w=-0.2406845616999902
f=building, v=1, w=-0.30468701073787857, v*w=-0.30468701073787857
================================================================================
P: Two guys are wearing uniforms who are running in the grass .
H: Two guys in uniforms are playing a sport on the grass
label=0, predicted=1, wrong
f=thegrass, v=3, w=0.34348627326661774, v*w=1.0304588197998532
f=Twoguys, v=3, w=0.2638237372486549, v*w=0.7914712117459646
f=uniforms, v=2, w=0.2853182863206666, v*w=0.5706365726413332
f=asport, v=2, w=0.24205655973329882, v*w=0.48411311946659763
f=areplaying, v=2, w=0.22205086152009482, v*w=0.44410172304018963
f=playinga, v=2, w=0.17744323492030048, v*w=0.35488646984060096
f=guys, v=2, w=0.12136096673095387, v*w=0.24272193346190774
f=inuniforms, v=2, w=0.11050603206332697, v*w=0.22101206412665395
f=wearinguniforms, v=1, w=0.17606540361973205, v*w=0.17606540361973205
f=sport, v=1, w=0.1649194478433476, v*w=0.1649194478433476
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=Two, v=2, w=0.02848858642827832, v*w=0.05697717285655664
f=guysare, v=1, w=0.042986502773450945, v*w=0.042986502773450945
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=uniformswho, v=1, w=0, v*w=0
f=sporton, v=2, w=0, v*w=0
f=who, v=1, w=-0.009084428618634488, v*w=-0.009084428618634488
f=onthe, v=2, w=-0.005794763800904109, v*w=-0.011589527601808218
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=arewearing, v=1, w=-0.05379777199862717, v*w=-0.05379777199862717
f=whoare, v=1, w=-0.05794991738499691, v*w=-0.05794991738499691
f=playing, v=1, w=-0.07130834249945808, v*w=-0.07130834249945808
f=uniformsare, v=2, w=-0.045684579709219464, v*w=-0.09136915941843893
f=grass., v=1, w=-0.09513551778378573, v*w=-0.09513551778378573
f=wearing, v=1, w=-0.09904468457939075, v*w=-0.09904468457939075
f=runningin, v=1, w=-0.10213677115311218, v*w=-0.10213677115311218
f=running, v=1, w=-0.1042600253735481, v*w=-0.1042600253735481
f=grass, v=2, w=-0.053313527201067606, v*w=-0.10662705440213521
f=guysin, v=2, w=-0.05582542120684189, v*w=-0.11165084241368378
f=arerunning, v=1, w=-0.12085514139539437, v*w=-0.12085514139539437
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=inthe, v=1, w=-0.19193677933993739, v*w=-0.19193677933993739
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=are, v=3, w=-0.31831758180956937, v*w=-0.9549527454287081
================================================================================
P: Two men in uniforms are in soccer field behind a line waiting to play .
H: two men waiting to play soccer in May
label=0, predicted=0, correct
f=soccer, v=2, w=0.24696462089802088, v*w=0.49392924179604175
f=playsoccer, v=2, w=0.19670730686914686, v*w=0.39341461373829373
f=two, v=1, w=0.38297211726441877, v*w=0.38297211726441877
f=soccerin, v=2, w=0.1744972772200126, v*w=0.3489945544400252
f=arein, v=1, w=0.2927922751445461, v*w=0.2927922751445461
f=uniforms, v=1, w=0.2853182863206666, v*w=0.2853182863206666
f=line, v=1, w=0.13239109676325203, v*w=0.13239109676325203
f=menin, v=1, w=0.11947502064060647, v*w=0.11947502064060647
f=Twomen, v=1, w=0.11115270354877375, v*w=0.11115270354877375
f=inuniforms, v=1, w=0.11050603206332697, v*w=0.11050603206332697
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=menwaiting, v=2, w=0.04011149325085725, v*w=0.0802229865017145
f=soccerfield, v=1, w=0.06475941402169783, v*w=0.06475941402169783
f=aline, v=1, w=0.055181922434514294, v*w=0.055181922434514294
f=Two, v=1, w=0.02848858642827832, v*w=0.02848858642827832
f=fieldbehind, v=1, w=0, v*w=0
f=linewaiting, v=1, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=insoccer, v=1, w=-0.01173501897723632, v*w=-0.01173501897723632
f=behind, v=1, w=-0.020669244126752022, v*w=-0.020669244126752022
f=behinda, v=1, w=-0.02488817843024209, v*w=-0.02488817843024209
f=uniformsare, v=1, w=-0.045684579709219464, v*w=-0.045684579709219464
f=May, v=1, w=-0.04609686699489368, v*w=-0.04609686699489368
f=play., v=1, w=-0.09967948801034954, v*w=-0.09967948801034954
f=men, v=2, w=-0.05285530959913151, v*w=-0.10571061919826302
f=field, v=1, w=-0.12394926748857031, v*w=-0.12394926748857031
f=inMay, v=2, w=-0.0624618142889922, v*w=-0.1249236285779844
f=in, v=3, w=-0.06074218361209953, v*w=-0.18222655083629857
f=twomen, v=2, w=-0.09897944241863041, v*w=-0.19795888483726082
f=play, v=2, w=-0.14008751395474386, v*w=-0.28017502790948773
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=waiting, v=2, w=-0.16380957420460468, v*w=-0.32761914840920936
f=to, v=2, w=-0.36246978574793587, v*w=-0.7249395714958717
f=toplay, v=3, w=-0.2791306604839446, v*w=-0.8373919814518338
f=waitingto, v=3, w=-0.363151402464192, v*w=-1.089454207392576
================================================================================
P: An older gentleman in a blue sports jacket and glasses is talking to a woman in an off-white jacket .
H: The older man is famous .
label=0, predicted=0, correct
f=jacketand, v=1, w=0.3938520266107335, v*w=0.3938520266107335
f=awoman, v=1, w=0.2673990495953279, v*w=0.2673990495953279
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=talkingto, v=1, w=0.17773445155521006, v*w=0.17773445155521006
f=inan, v=1, w=0.17538018443349535, v*w=0.17538018443349535
f=Theolder, v=2, w=0.07771967499482102, v*w=0.15543934998964204
f=sports, v=1, w=0.12853376258109012, v*w=0.12853376258109012
f=jacket., v=1, w=0.12453396462053978, v*w=0.12453396462053978
f=blue, v=1, w=0.06962300637159316, v*w=0.06962300637159316
f=An, v=1, w=0.046622251142134835, v*w=0.046622251142134835
f=gentlemanin, v=1, w=0.03546493424994197, v*w=0.03546493424994197
f=glassesis, v=1, w=0.03505291695437584, v*w=0.03505291695437584
f=gentleman, v=1, w=0.022549245211695906, v*w=0.022549245211695906
f=glasses, v=1, w=0.021284789088061744, v*w=0.021284789088061744
f=istalking, v=1, w=0.01378291496780346, v*w=0.01378291496780346
f=talking, v=1, w=0.0012384454355238621, v*w=0.0012384454355238621
f=bluesports, v=1, w=0, v*w=0
f=sportsjacket, v=1, w=0, v*w=0
f=anoff-white, v=1, w=0, v*w=0
f=off-whitejacket, v=1, w=0, v*w=0
f=isfamous, v=2, w=0, v*w=0
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=an, v=1, w=-0.02926836810441059, v*w=-0.02926836810441059
f=manis, v=2, w=-0.01901372009237614, v*w=-0.03802744018475228
f=ablue, v=1, w=-0.04495883604945878, v*w=-0.04495883604945878
f=off-white, v=1, w=-0.05016729837572152, v*w=-0.05016729837572152
f=woman, v=1, w=-0.051859699847804995, v*w=-0.051859699847804995
f=womanin, v=1, w=-0.059237008712311065, v*w=-0.059237008712311065
f=famous., v=2, w=-0.04281671325334254, v*w=-0.08563342650668508
f=oldergentleman, v=1, w=-0.0973482706947781, v*w=-0.0973482706947781
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=andglasses, v=1, w=-0.11190293117393833, v*w=-0.11190293117393833
f=olderman, v=2, w=-0.06036919893249643, v*w=-0.12073839786499287
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=man, v=1, w=-0.12614135358548834, v*w=-0.12614135358548834
f=famous, v=1, w=-0.13388538727549656, v*w=-0.13388538727549656
f=older, v=2, w=-0.0724952318478891, v*w=-0.1449904636957782
f=toa, v=1, w=-0.15097708026039403, v*w=-0.15097708026039403
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=Anolder, v=1, w=-0.16716273614541668, v*w=-0.16716273614541668
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=jacket, v=2, w=-0.19016579030432332, v*w=-0.38033158060864664
================================================================================
P: A woman in a purple dress talks on her cellphone and a man reads a book as a two-story bus passes by outside their window .
